job_title,soft_skills,technical_skills
Associate Chemist II,"['laboratory', 'semester', 'degree', 'clinical', 'environmental', 'valid']",['analysis']
Associate Commissioner,"['managerial', 'administrative', 'high', 'valid', 'large', 'educational']",[]
Associate Contract Specialist,"['full', 'equivalent', 'administrative', 'technical', 'educational', 'high']",[]
Associate Data Engineer,"['technical', 'equivalent', 'high', 'scientific', 'degree', 'sixty']",['programming']
Associate Director  EDUCATION,"['enhancement', 'english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological']",[]
Associate Disciplinary Counsel,"['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
Associate Energy Project Manager - Expense,"['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
"Associate Engineer, TST","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Associate Executive Director,"['administrative', 'supervisory', 'clerical', 'managerial', 'full', 'moderate']",[]
Associate General Counsel for Legislation,"['legal', 'administrative', 'subsequent', 'responsible', 'full', 'significant']",[]
Associate Investigator (Part-Time). Level 1,"['full', 'equivalent', 'accredited', 'criminal', 'personal', 'unethical']",[]
Associate Laboratory Microbiologist,"['laboratory', 'major', 'technologist', 'accredited', 'medical', 'inorganic']",[]
"Associate Laboratory Microbiologist, Bureau of Public Health Laboratory","['laboratory', 'major', 'technologist', 'accredited', 'medical', 'inorganic']",[]
"Associate Laboratory Microbiologist, Bureau of the Public Health Laboratory","['laboratory', 'major', 'technologist', 'accredited', 'medical', 'inorganic']",[]
Associate Park Service Worker,"['license', 'tree', 'commercial', 'full', 'valid', 'equivalent']",[]
Associate Planner,"['requirement', 'professional', 'individual', 'additional', 'urban', 'iv']",[]
Associate Project Manager,"['architectural', 'equivalent', 'additional', 'accredited', 'complex', 'high']",[]
Associate Project Manager I,"['architectural', 'equivalent', 'additional', 'accredited', 'complex', 'high']",[]
Associate Project Manager I - 2 positions,"['architectural', 'equivalent', 'additional', 'accredited', 'complex', 'high']",[]
Associate Project Manager II,"['architectural', 'equivalent', 'additional', 'accredited', 'complex', 'high']",[]
Associate Project Manager II (Project Review),"['architectural', 'equivalent', 'additional', 'accredited', 'complex', 'high']",[]
Associate Project Manager III,"['architectural', 'equivalent', 'additional', 'accredited', 'complex', 'high']",[]
"Associate Project Manager, Agency Planning and Implementation - Large Buildings","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
"Associate Project Manager, Agency Planning and Implementation-Education","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Associate Public Health Sanitarian,"['biological', 'physical', 'public', 'full', 'environmental', 'nycrr']",[]
Associate Staff Analyst,"['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
Associate Urban Designer,"['urban', 'accredited', 'full', 'advanced', 'english', 'environmental']",[]
Associate Water Use Inspector I,"['mechanical', 'equivalent', 'full', 'engagement', 'equal', 'english']",[]
Associate Water Use Inspector Level I,"['mechanical', 'equivalent', 'full', 'engagement', 'equal', 'english']",[]
Associate Water Use Inspector Level II,"['mechanical', 'equivalent', 'full', 'engagement', 'equal', 'english']",[]
Associate Youth Development Specialist,"['full', 'assignment', 'human', 'educational', 'social', 'criminal']",[]
Associate- Community Action Center,"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
Asthma Health Educator,"['public', 'full', 'iii', 'additional', 'total', 'educational']",[]
Attorney Level 2,"['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
Attorney for the Contracts and Real Estate Division (CRED),"['legal', 'administrative', 'subsequent', 'responsible', 'full', 'significant']",[]
Attorney for the Housing Litigation Division (HLD),"['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
"Attorney, Law Division","['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
"Attorney, Litigation Unit (3 positions)","['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
Audio Engineer,"['technician', 'full', 'mechanic', 'assigned', 'motor', 'iii']",[]
Audio Visual Aide Technician,"['recognized', 'audio', 'high', 'equivalent', 'full', 'regional']",[]
Audit Manager,"['team', 'several', 'administrative', 'financial', 'full', 'managerial']",[]
Audit Nurse,"['psychiatric', 'current', 'full', 'national', 'hospital', 'valid']",[]
Audit Supervisor (Engineering Audits),"['administrative', 'managerial', 'supervisory', 'professional', 'valid', 'equivalent']",[]
Auditor,"['license', 'full', 'additional', 'valid', 'equivalent', 'professional']",[]
Auditor General,"['team', 'several', 'administrative', 'financial', 'full', 'managerial']",[]
Auto Body Worker,"['full', 'technical', 'high', 'vocational', 'knowledgeable', 'posse']",[]
Auto Mechanic,"['full', 'appointment', 'acceptable', 'commercial', 'vocational', 'valid']",[]
Auto Mechanic (Diesel),"['light', 'full', 'relevant', 'heavy', 'helper', 'acceptable']",[]
Automation Testing Engineer,"['related', 'full', 'equivalent', 'enhancement', 'english', 'environmental']",[]
BIM DESIGNER,"['major', 'full', 'educational', 'high', 'large', 'scale']",['data']
BLA Office Assistant,"['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
BOOKKEEPER,"['equivalent', 'high', 'full', 'educational', 'bookkeeper', 'regional']",[]
BRONX BOROUGH OFFICE SUMMER COLLEGE INTERN,"['recent', 'interne', 'prospective', 'valid', 'enhancement', 'english']",[]
BROOKLYN FJC OPERATIONS MANAGER,"['full', 'responsible', 'equivalent', 'degree', 'associate', 'high']",[]
BUDGET ANALYST,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
BUREAU OF CLAIMS AND REIMBURSEMENT DATA ANALYST,"['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
BUSINESS ANALYST,"['full', 'equivalent', 'administrative', 'responsible', 'eighteen', 'managerial']","['database', 'data']"
BUSINESS DEVELOPMENT COORDINATOR,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
BUSINESS INTELLIGENCE SPECIALIST,"['major', 'complex', 'full', 'high', 'educational', 'sixty']","['database', 'data', 'analysis', 'programming', 'software']"
"Bilingual NFP Nurse Home Visitor, Bureau of Maternal Infant and Reproductive Health","['nurse', 'professional', 'requirement', 'current', 'pediatric', 'full']",[]
Blaze Architect,"['related', 'full', 'complex', 'datacenter', 'equivalent', 'emotional']",['cloud']
"Bookkeeper, Level III","['equivalent', 'high', 'full', 'educational', 'bookkeeper', 'regional']",[]
Borough Manager,"['social', 'administrative', 'child', 'educational', 'mental', 'general']",[]
Borough Planner (Bronx),"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Borough Planner - MANHATTAN,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Bounty Processing Unit Clerk,"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
Bronx Borough Commissioner,"['administrative', 'managerial', 'consultative', 'nature', 'qualify', 'engagement']",[]
Brooklyn Borough Director,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Budget Analyst,"['professional', 'public', 'economic', 'regional', 'higher', 'organizational']","['analysis', 'data']"
"Budget Analyst, Bureau of Budget and Revenue","['public', 'full', 'special', 'individual', 'additional', 'statistic']",['analysis']
Budget and HR Assistant,"['understand', 'understood', 'simple', 'english', 'formal', 'able']",[]
Budget and Operations Manager,"['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
Building Evaluator- Division of Neighborhood Preservation (DNP) - Site Office,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
"Building Resilience in Youth Borough Coordinator, Bureau of Mental Hygiene Community Engagement, Policy & Practice","['social', 'psychiatric', 'public', 'special', 'additional', 'direct']",[]
Bureau Energy Analyst,"['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Bus Priority Analyst,"['full', 'requirement', 'additional', 'study', 'urban', 'equivalent']",[]
Business Analyst,"['full', 'degree', 'public', 'individual', 'eligible', 'special']","['database', 'data', 'analysis', 'programming', 'software']"
Business Analyst for the Division of HPD Tech,"['major', 'complex', 'full', 'high', 'educational', 'sixty']","['database', 'data', 'analysis', 'programming', 'software']"
Business Analyst â Product Owner,"['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
Business Growth Analyst,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Business Intelligence Analyst,"['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Business Management Analyst (Operations),"['english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological', 'equal']",[]
Business Specialist,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
Business and Data Analyst,"['eighteen', 'full', 'responsible', 'managerial', 'administrative', 'equivalent']","['database', 'data']"
CA PERT SENIOR CASE REVIEWER,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
CAC Social Work Coordinator,"['administrative', 'degree', 'responsible', 'governmental', 'equivalent', 'large']",[]
CANDIDATE SERVICES LIAISON (2 POSITIONS),"['equivalent', 'full', 'high', 'educational', 'english', 'environmental']",[]
CARETAKER  P,"['formal', 'enrolled', 'enhancement', 'english', 'environmental', 'epidemic']",[]
CARETAKER E - ELEVATOR DISPATCHER,"['formal', 'enrolled', 'enhancement', 'english', 'environmental', 'epidemic']",[]
CARETAKER X,"['formal', 'enrolled', 'enhancement', 'english', 'environmental', 'epidemic']",[]
CARETAKER X (HA),"['formal', 'enrolled', 'enhancement', 'english', 'environmental', 'epidemic']",[]
CARPENTER,"['acceptable', 'last', 'sufficient', 'total', 'high', 'full']",[]
CASE MANAGEMENT NURSE,"['clinical', 'degree', 'associate', 'additional', 'enterprise', 'emotional']",[]
CASE MANAGEMENT SUPERVISOR,"['full', 'educational', 'high', 'eighteen', 'placement', 'equivalent']",[]
CASE MANAGEMENT TEAM LEADER,"['full', 'educational', 'high', 'eighteen', 'placement', 'equivalent']",[]
CASE MANAGER,"['high', 'educational', 'diploma', 'council', 'national', 'full']",[]
"CATCH School Nurse,  Bureau of School Health/SH Reproductive Health","['special', 'requirement', 'individual', 'meet', 'current', 'professional']",[]
CBO MANAGER,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
CERTIFIED IT ADMINISTRATOR (LAN/WAN),"['full', 'local', 'professional', 'educational', 'substituted', 'update']",[]
"CERTIFIED IT ADMINISTRATOR (LAN/WAN), LEVEL 4","['full', 'local', 'professional', 'educational', 'substituted', 'update']",[]
CERTIFIED IT ADMINISTRATOR (WAN),"['full', 'equivalent', 'enhancement', 'high', 'educational', 'wide']",[]
"CERTIFIED IT ADMINISTRATOR (WAN), Level 4","['full', 'equivalent', 'enhancement', 'high', 'educational', 'wide']",[]
CERTIFIED IT DEVELOPER (APPLICATIONS),"['accredited', 'professional', 'full', 'regional', 'national', 'task']",['analysis']
CHANGE ORDER ANALYST,"['professional', 'equivalent', 'full', 'iii', 'procurement', 'minimum']",[]
CHAPLAIN (STAFF CHAPLAIN),"['official', 'endorsement', 'ecclesiastical', 'engagement', 'english', 'environmental']",[]
CHEMIST,"['laboratory', 'semester', 'degree', 'clinical', 'environmental', 'valid']",['analysis']
CHIEF ENGINEER,"['professional', 'civil', 'regional', 'national', 'current', 'additional']",[]
CHIEF MARINE ENGINEER (DIESEL),"['guard', 'requirement', 'public', 'chief', 'le', 'full']",[]
CHIEF OF STAFF,"['professional', 'economic', 'public', 'fiscal', 'administrative', 'supervisory']",['analysis']
CHIEF OPERATING OFFICER,"['professional', 'managerial', 'administrative', 'public', 'related', 'full']",[]
CHIEF RACKETS INVESTIGATOR,"['criminal', 'full', 'equivalent', 'engagement', 'english', 'equal']",[]
CITY LEGISLATIVE MANAGER,"['quantitative', 'full', 'economic', 'equivalent', 'enrolled', 'english']",['analysis']
CITYTIME OPERATIONS SPECIALIST,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
CIVIL ENGINEER,"['professional', 'civil', 'regional', 'national', 'current', 'additional']",[]
CIVIL ENGINEER II,"['professional', 'civil', 'regional', 'national', 'current', 'additional']",[]
CIVIL ENGINEERING INTERN,"['civil', 'acceptable', 'enhancement', 'english', 'environmental', 'epidemic']",[]
CLAIM SPECIALIST,"['educational', 'high', 'personal', 'full', 'baccalaureate', 'associate']",[]
CLAIM SPECIALIST - PART TIME,"['educational', 'high', 'personal', 'full', 'baccalaureate', 'associate']",[]
CLAIM SPECIALIST - TORT,"['educational', 'high', 'personal', 'full', 'baccalaureate', 'associate']",[]
CLAIM SPECIALIST LEVEL 1,"['educational', 'high', 'personal', 'full', 'baccalaureate', 'associate']",[]
CLAIMS EXAMINER,"['actuarial', 'full', 'statistic', 'equivalent', 'additional', 'degree']",[]
CLAIMS REVIEW SPECIALIST,"['social', 'equivalent', 'representative', 'responsible', 'high', 'educational']",[]
"CLERICAL ASSOCIATE -  FAMILY COURT, ICSU","['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
CLIENT ADVOCATE,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
CLIMATE & SUSTAINABILITY PLANNING SUMMER COLLEGE INTERN,"['recent', 'interne', 'prospective', 'valid', 'enhancement', 'english']",[]
CLIMATE AND SUSTAINABILITY PLANNER,"['requirement', 'professional', 'individual', 'additional', 'urban', 'iv']",[]
CLIMBER & PRUNER,"['tree', 'shrub', 'commercial', 'large', 'requirement', 'climber']",[]
CNNX and Systems Support Specialist,"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
COLLEGE AIDE,"['acceptable', 'employed', 'appointment', 'maximum', 'full', 'special']",['data']
COMMUNICATION DIVISION SUMMER COLLEGE INTERN,"['recent', 'interne', 'prospective', 'valid', 'enhancement', 'english']",[]
COMMUNICATIONS COORDINATOR,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
